36356,thành phố Nam Định,36
36365,huyện Giao Thủy,36
36366,huyện Hải Hậu,36
36358,huyện Mỹ Lộc,36
36362,huyện Nam Trực,36
36361,huyện Nghĩa Hưng,36
36363,huyện Trực Ninh,36
36359,huyện Vụ Bản,36
36364,huyện Xuân Trường,36
36360,huyện Ý Yên,36
40412,thành phố Vinh,40
40413,thị xã Cửa Lò,40
40432,thị xã Hoàng Mai,40
40414,thị xã Thái Hòa,40
40424,huyện Anh Sơn,40
40422,huyện Con Cuông,40
40425,huyện Diễn Châu,40
40427,huyện Đô Lương,40
40431,huyện Hưng Nguyên,40
40417,huyện Kỳ Sơn,40
40430,huyện Nam Đàn,40
40429,huyện Nghi Lộc,40
40419,huyện Nghĩa Đàn,40
40415,huyện Quế Phong,40
40416,huyện Quỳ Châu,40
40420,huyện Quỳ Hợp,40
40421,huyện Quỳnh Lưu,40
40423,huyện Tân Kỳ,40
40428,huyện Thanh Chương,40
40418,huyện Tương Dương,40
40426,huyện Yên Thành,40
1001,quận Ba Đình,1
1021,quận Bắc Từ Liêm,1
1005,quận Cầu Giấy,1
1006,quận Đống Đa,1
1268,quận Hà Đông,1
1007,quận Hai Bà Trưng,1
1002,quận Hoàn Kiếm,1
1008,quận Hoàng Mai,1
1004,quận Long Biên,1
1019,quận Nam Từ Liêm,1
1003,quận Tây Hồ,1
1009,quận Thanh Xuân,1
1269,thị xã Sơn Tây,1
1271,huyện Ba Vì,1
1277,huyện Chương Mỹ,1
1273,huyện Đan Phượng,1
1017,huyện Đông Anh,1
1018,huyện Gia Lâm,1
1274,huyện Hoài Đức,1
1250,huyện Mê Linh,1
1282,huyện Mỹ Đức,1
1280,huyện Phú Xuyên,1
1272,huyện Phúc Thọ,1
1275,huyện Quốc Oai,1
1016,huyện Sóc Sơn,1
1276,huyện Thạch Thất,1
1278,huyện Thanh Oai,1
1020,huyện Thanh Trì,1
1279,huyện Thường Tín,1
1281,huyện Ứng Hòa,1
37369,thành phố Ninh Bình,37
37370,thành phố Tam Điệp,37
37373,huyện Gia Viễn,37
37374,huyện Hoa Lư,37
37376,huyện Kim Sơn,37
37372,huyện Nho Quan,37
37375,huyện Yên Khánh,37
37377,huyện Yên Mô,37
58582,thành phố Phan Rang - Tháp Chàm,58
58584,huyện Bác Ái,58
58586,huyện Ninh Hải,58
58587,huyện Ninh Phước,58
58585,huyện Ninh Sơn,58
58588,huyện Thuận Bắc,58
58589,huyện Thuận Nam,58
25227,thành phố Việt Trì,25
25228,thị xã Phú Thọ,25
25235,huyện Cẩm Khê,25
25230,huyện Đoan Hùng,25
25231,huyện Hạ Hòa,25
25237,huyện Lâm Thao,25
25233,huyện Phù Ninh,25
25236,huyện Tam Nông,25
25240,huyện Tân Sơn,25
25232,huyện Thanh Ba,25
25238,huyện Thanh Sơn,25
25239,huyện Thanh Thủy,25
25234,huyện Yên Lập,25
54555,thành phố Tuy Hòa,54
54557,thị xã Sông Cầu,54
54564,huyện Đông Hòa,54
54558,huyện Đồng Xuân,54
54563,huyện Phú Hòa,54
54560,huyện Sơn Hòa,54
54561,huyện Sông Hinh,54
54562,huyện Tây Hòa,54
54559,huyện Tuy An,54
20178,thành phố Lạng Sơn,20
20185,huyện Bắc Sơn,20
20181,huyện Bình Gia,20
20183,huyện Cao Lộc,20
20187,huyện Chi Lăng,20
20189,huyện Đình Lập,20
20186,huyện Hữu Lũng,20
20188,huyện Lộc Bình,20
20180,huyện Tràng Định,20
20182,huyện Văn Lãng,20
20184,huyện Văn Quan,20
44450,thành phố Đồng Hới,44
44458,thị xã Ba Đồn,44
44455,huyện Bố Trạch,44
44457,huyện Lệ Thủy,44
44452,huyện Minh Hóa,44
44456,huyện Quảng Ninh,44
44454,huyện Quảng Trạch,44
49503,thành phố Hội An,49
49502,thành phố Tam Kỳ,49
49507,thị xã Điện Bàn,49
44453,huyện Tuyên Hóa,44
49515,huyện Bắc Trà My,49
49506,huyện Đại Lộc,49
49505,huyện Đông Giang,49
49508,huyện Duy Xuyên,49
49512,huyện Hiệp Đức,49
49510,huyện Nam Giang,49
49516,huyện Nam Trà My,49
49519,huyện Nông Sơn,49
49517,huyện Núi Thành,49
49518,huyện Phú Ninh,49
49511,huyện Phước Sơn,49
49509,huyện Quế Sơn,49
49504,huyện Tây Giang,49
49513,huyện Thăng Bình,49
49514,huyện Tiên Phước,49
80794,thành phố Tân An,80
80795,thị xã Kiến Tường,80
80803,huyện Bến Lức,80
80806,huyện Cần Đước,80
80807,huyện Cần Giuộc,80
80808,huyện Châu Thành,80
80802,huyện Đức Hòa,80
80801,huyện Đức Huệ,80
80798,huyện Mộc Hóa,80
80796,huyện Tân Hưng,80
80799,huyện Tân Thạnh,80
80805,huyện Tân Trụ,80
80800,huyện Thạnh Hóa,80
80804,huyện Thủ Thừa,80
80797,huyện Vĩnh Hưng,80
22195,thành phố Cẩm Phả,22
22193,thành phố Hạ Long,22
22194,thành phố Móng Cái,22
22196,thành phố Uông Bí,22
22205,thị xã Đông Triều,22
22206,thị xã Quảng Yên,22
22202,huyện Ba Chẽ,22
22198,huyện Bình Liêu,22
22207,huyện Cô Tô,22
22200,huyện Đầm Hà,22
22201,huyện Hải Hà,22
22204,huyện Hoành Bồ,22
22199,huyện Tiên Yên,22
22203,huyện Vân Đồn,22
94941,thành phố Sóc Trăng,94
94948,thị xã Ngã Năm,94
94950,thị xã Vĩnh Châu,94
94942,huyện Châu Thành,94
94945,huyện Cù Lao Dung,94
94943,huyện Kế Sách,94
94946,huyện Long Phú,94
94944,huyện Mỹ Tú,94
94947,huyện Mỹ Xuyên,94
94949,huyện Thạnh Trị,94
94951,huyện Trần Đề,94
11094,thành phố Điện Biên Phủ,11
11095,thị xã Mường Lay,11
11100,huyện Điện Biên,11
11101,huyện Điện Biên Đông,11
11102,huyện Mường Ảng,11
11097,huyện Mường Chà,11
11096,huyện Mường Nhé,11
11103,huyện Nậm Pồ,11
11098,huyện Tủa Chùa,11
11099,huyện Tuần Giáo,11
14116,thành phố Sơn La,14
14121,huyện Bắc Yên,14
14125,huyện Mai Sơn,14
14123,huyện Mộc Châu,14
14120,huyện Mường La,14
14122,huyện Phù Yên,14
14118,huyện Quỳnh Nhai,14
14126,huyện Sông Mã,14
14127,huyện Sốp Cộp,14
14119,huyện Thuận Châu,14
14128,huyện Vân Hồ,14
14124,huyện Yên Châu,14
34336,thành phố Thái Bình,34
34340,huyện Đông Hưng,34
34339,huyện Hưng Hà,34
34343,huyện Kiến Xương,34
34338,huyện Quỳnh phụ,34
34341,huyện Thái Thụy,34
34342,huyện Tiền Hải,34
34334,huyện Vũ Thư,34
72703,thành phố Tây Ninh,72
72711,huyện Bến Cầu,72
72708,huyện Châu Thành,72
72707,huyện Dương Minh Châu,72
72710,huyện Gò Dầu,72
72709,huyện Hòa Thành,72
72705,huyện Tân Biên,72
72706,huyện Tân Châu,72
72712,huyện Trảng Bàng,72
19165,thành phố Sông Công,19
19164,thành phố Thái Nguyên,19
19172,thị xã Phổ Yên,19
19171,huyện Đại Từ,19
19167,huyện Định Hóa,19
19169,huyện Đồng Hỷ,19
19173,huyện Phú Bình,19
19168,huyện Phú Lương,19
19170,huyện Võ Nhai,19
46474,thành phố Huế,46
46479,thị xã Hương Thủy,46
46480,thị xã Hương Trà,46
46481,huyện A Lưới,46
46483,huyện Nam Đông,46
46476,huyện Phong Điền,46
46482,huyện Phú Lộc,46
46478,huyện Phú Vang,46
46477,huyện Quảng Điền,46
38380,thành phố Thanh Hóa,38
38381,thị xã Bỉm Sơn,38
38382,thành phố Sầm Sơn,38
38386,huyện Bá Thước,38
38390,huyện Cẩm Thủy,38
38405,huyện Đông Sơn,38
38392,huyện Hà Trung,38
38400,huyện Hậu Lộc,38
38399,huyện Hoằng Hóa,38
38388,huyện Lang Chánh,38
38384,huyện Mường Lát,38
38401,huyện Nga Sơn,38
38389,huyện Ngọc Lặc,38
38403,huyện Như Thanh,38
38402,huyện Như Xuân,38
38404,huyện Nông Cống,38
38385,huyện Quan Hóa,38
82815,thành phố Mỹ Tho,82
82817,thị xã Cai Lậy,82
82816,thị xã Gò Công,82
82819,huyện Cái  Bè,82
38387,huyện Quan Sơn,38
38406,huyện Quảng Xương,38
38391,huyện Thạch Thành,38
38398,huyện Thiệu Hóa,38
38395,huyện Thọ Xuân,38
38396,huyện Thường Xuân,38
38407,huyện Tĩnh Gia,38
38397,huyện Triệu Sơn,38
38393,huyện Vĩnh Lộc,38
38394,huyện Yên Định,38
68672,thành phố Đà Lạt,68
68673,thành phố Bảo Lộc,68
68680,huyện Bảo Lâm,68
68683,huyện Cát Tiên,68
68681,huyện Đạ Huoai,68
68682,huyện Đạ Tẻh,68
82820,huyện Cai Lậy,82
82821,huyện Châu Thành,82
68674,huyện Đam Rông,68
68679,huyện Di Linh,68
68677,huyện Đơn Dương,68
68678,huyện Đức Trọng,68
68675,huyện Lạc Dương,68
68676,huyện Lâm Hà,68
82822,huyện Chợ Gạo,82
82824,huyện Gò Công Đông,82
82823,huyện Gò Công Tây,82
82825,huyện Tân Phú Đông,82
82818,huyện Tân Phước,82
85855,thành phố Vĩnh Long,85
85861,thị xã Bình Minh,85
85863,huyện Bình Tân,85
85857,huyện Long Hồ,85
85858,huyện Mang Thít,85
85860,huyện Tam Bình,85
8070,thành phố Tuyên Quang,8
8073,huyện Chiêm Hóa,8
8074,huyện Hàm Yên,8
8071,huyện Lâm Bình,8
8072,huyện Na Hang,8
8076,huyện Sơn Dương,8
8075,huyện Yên Sơn,8
84842,thành phố Trà Vinh,84
84851,thị xã Duyên Hải,84
84844,huyện Càng Long,84
84845,huyện Cầu Kè,84
84848,huyện Cầu Ngang,84
84847,huyện Châu Thành,84
84850,huyện Duyên Hải,84
84846,huyện Tiểu Cần,84
84849,huyện Trà Cú,84
85862,huyện Trà Ôn,85
85859,huyện Vũng Liêm,85
26243,thành phố Vĩnh Yên,26
26244,thành phố Phúc Yên,26
26249,huyện Bình Xuyên,26
26246,huyện Lập Thạch,26
26253,huyện Sông Lô,26
26248,huyện Tam Đảo,26
26247,huyện Tam Dương,26
26252,huyện Vĩnh Tường,26
26251,huyện Yên Lạc,26
51522,thành phố Quảng Ngãi,51
51535,huyện Ba Tơ,51
51524,huyện Bình Sơn,51
51536,huyện Lý Sơn,51
51534,huyện Đức Phổ,51
51531,huyện Minh Long,51
51533,huyện Mộ Đức,51
51532,huyện Nghĩa Hành,51
51529,huyện Sơn Hà,51
51530,huyện Sơn Tây,51
51527,huyện Sơn Tịnh,51
51526,huyện Tây Trà,51
51525,huyện Trà Bồng,51
51528,huyện Tư Nghĩa,51
15132,thành phố Yên Bái,15
15133,thị xã Nghĩa Lộ,15
15135,huyện Lục Yên,15
15137,huyện Mù Cang Chải,15
15139,huyện Trạm Tấu,15
15138,huyện Trấn Yên,15
15140,huyện Văn Chấn,15
15136,huyện Văn Yên,15
15141,huyện Yên Bình,15
2024,thành phố Hà Giang,2
2031,huyện Bắc Mê,2
2034,huyện Bắc Quang,2
2026,huyện Đồng Văn,2
2032,huyện Hoàng Su Phì,2
2027,huyện Mèo Vạc,2
2029,huyện Quản Bạ,2
2035,huyện Quang Bình,2
2030,huyện Vị Xuyên,2
2033,huyện Xín Mần,2
2028,huyện Yên Minh,2
45461,thành phố Đông Hà,45
45462,thị xã Quảng Trị,45
45468,huyện Cam Lộ,45
45471,huyện Cồn Cỏ,45
45467,huyện ĐaKrông,45
45466,huyện Gio Linh,45
45470,huyện Hải Lăng,45
45465,huyện Hướng Hóa,45
45469,huyện Triệu Phong,45
45464,huyện Vĩnh Linh,45
87866,thành phố Cao Lãnh,87
87867,thành phố Sa Đéc,87
87868,thị xã Hồng Ngự,87
87873,huyện Cao Lãnh,87
87877,huyện Châu Thành,87
87870,huyện Hồng Ngự,87
87876,huyện Lai Vung,87
87875,huyện Lấp Vò,87
87871,huyện Tam Nông,87
87869,huyện Tân Hồng,87
87874,huyện Thanh  Bình,87
87872,huyện Tháp Mười,87
